Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,Device_Used,Internet_Access,Student_ID
ishita,indian institute of management,management,2,"chatgpt, copilot",3.6,exam prep,1,-3,no,chatgpt,9,no,laptop,high,3429
ishita,indian institute of management,management,2,"chatgpt, copilot",3.6,notes,1,-3,no,chatgpt,9,no,laptop,high,3429
rakhi,indian institute of management,management,2,"chatgpt, copilot",3.6,exam prep,1,-3,no,chatgpt,9,no,laptop,high,3430
rakhi,indian institute of management,management,2,"chatgpt, copilot",3.6,notes,1,-3,no,chatgpt,9,no,laptop,high,3430
ramya,indian institute of management,management,2,"chatgpt, copilot",3.6,exam prep,1,-3,no,chatgpt,9,no,laptop,poor,3431
ramya,indian institute of management,management,2,"chatgpt, copilot",3.6,notes,1,-3,no,chatgpt,9,no,laptop,poor,3431
sneha,indian institute of management,management,2,"chatgpt, copilot",3.6,exam prep,1,-3,no,chatgpt,9,yes,laptop,medium,3432
sneha,indian institute of management,management,2,"chatgpt, copilot",3.6,notes,1,-3,no,chatgpt,9,yes,laptop,medium,3432
divya,"maharaja bir bikram college, agartala",science,1,gemini,2.1,mcq practice,5,1,yes,other,9,no,laptop,high,3433
divya,"maharaja bir bikram college, agartala",science,1,gemini,2.1,projects,5,1,yes,other,9,no,laptop,high,3433
neha,"govt. t.c.l. college, janjgir",law,4,gemini,4.3,assignments,3,-2,yes,other,3,yes,mobile,poor,3434
neha,"govt. t.c.l. college, janjgir",law,4,gemini,4.3,coding help,3,-2,yes,other,3,yes,mobile,poor,3434
pooja,"shillong college, shillong",science,1,"chatgpt, copilot",0.7,content writing,5,1,yes,chatgpt,10,no,mobile,medium,3435
kavya,pes university,commerce,4,gemini,3.0,learning new topics,5,-2,yes,other,6,no,laptop,high,3436
aishwarya,"smt nilaben manubhai padalia pharmacy college, ahmedabad",pharmacy,4,"chatgpt, copilot",3.8,mcq practice,2,0,yes,gemini,9,yes,mobile,medium,3437
aishwarya,"smt nilaben manubhai padalia pharmacy college, ahmedabad",pharmacy,4,"chatgpt, copilot",3.8,projects,2,0,yes,gemini,9,yes,mobile,medium,3437
shreya,"jntua college of engineering, ananthapur",science,2,gemini,2.8,mcq practice,5,-3,yes,other,7,no,laptop,poor,3438
shreya,"jntua college of engineering, ananthapur",science,2,gemini,2.8,projects,5,-3,yes,other,7,no,laptop,poor,3438
nandini,"government maharani laxmi bai girls pg college,",science,1,copilot,3.4,mcq practice,5,-3,no,chatgpt,6,no,tablet,medium,3439
nandini,"government maharani laxmi bai girls pg college,",science,1,copilot,3.4,projects,5,-3,no,chatgpt,6,no,tablet,medium,3439
aarav,"pdm university, bahadurgarh, bahadurgarh",management,3,gemini,3.9,exam prep,4,-3,no,copilot,9,no,laptop,poor,3440
aarav,"pdm university, bahadurgarh, bahadurgarh",management,3,gemini,3.9,notes,4,-3,no,copilot,9,no,laptop,poor,3440
vivaan,"cu shah arts college, ahmedabad",arts,1,"chatgpt, copilot",1.8,learning new topics,1,1,no,chatgpt,4,yes,mobile,high,3441
aditya,"perunthalaivar kamarajar government arts college, pondicherry",arts,3,gemini,1.6,mcq practice,2,0,yes,gemini,7,no,laptop,medium,3442
aditya,"perunthalaivar kamarajar government arts college, pondicherry",arts,3,gemini,1.6,projects,2,0,yes,gemini,7,no,laptop,medium,3442
vihaan,madhav university,pharmacy,3,chatgpt,0.7,assignments,3,-3,yes,chatgpt,6,no,laptop,poor,3443
vihaan,madhav university,pharmacy,3,chatgpt,0.7,coding help,3,-3,yes,chatgpt,6,no,laptop,poor,3443
arjun,assam down town university,science,4,"chatgpt, gemini, copilot",3.3,learning new topics,1,2,no,gemini,8,no,tablet,poor,3444
sai,"vishwakarma institute of technology, pune",engineering,3,"chatgpt, copilot",3.3,content writing,5,2,no,chatgpt,10,no,mobile,medium,3445
reyansh,catalyst institute of management and advance global,commerce,4,"chatgpt, gemini, copilot",0.6,doubt solving,2,1,yes,copilot,1,yes,mobile,high,3446
reyansh,catalyst institute of management and advance global,commerce,4,"chatgpt, gemini, copilot",0.6,resume writing,2,1,yes,copilot,1,yes,mobile,high,3446
ayaan,"ashoka university, sonepat",medical,4,"chatgpt, gemini, copilot",1.3,exam prep,4,0,no,chatgpt,3,yes,mobile,medium,3447
ayaan,"ashoka university, sonepat",medical,4,"chatgpt, gemini, copilot",1.3,notes,4,0,no,chatgpt,3,yes,mobile,medium,3447
krishna,"ashoka university, sonepat",medical,4,"chatgpt, gemini, copilot",1.3,exam prep,4,0,no,chatgpt,3,no,mobile,medium,3448
krishna,"ashoka university, sonepat",medical,4,"chatgpt, gemini, copilot",1.3,notes,4,0,no,chatgpt,3,no,mobile,medium,3448
ishaan,"government polytechnic for women, srinagar",medical,2,copilot,3.3,doubt solving,4,-1,no,gemini,9,no,tablet,medium,3449
ishaan,"government polytechnic for women, srinagar",medical,2,copilot,3.3,resume writing,4,-1,no,gemini,9,no,tablet,medium,3449
rudra,prestige institute of management,commerce,1,chatgpt,3.0,assignments,4,0,no,gemini,1,no,laptop,high,3450
rudra,prestige institute of management,commerce,1,chatgpt,3.0,coding help,4,0,no,gemini,1,no,laptop,high,3450
dhruv,awadhesh pratap singh university,hotel-management,4,gemini,3.9,content writing,3,-2,no,other,3,no,laptop,high,3451
kabir,sanjay gandhi postgraduate institute of medical sciences,medical,3,"chatgpt, gemini, copilot",1.4,exam prep,2,3,no,gemini,2,yes,laptop,high,3452
kabir,sanjay gandhi postgraduate institute of medical sciences,medical,3,"chatgpt, gemini, copilot",1.4,notes,2,3,no,gemini,2,yes,laptop,high,3452
atharv,"maya group of colleges, dehradun",hotel-management,2,copilot,1.9,content writing,3,1,yes,other,6,no,mobile,high,3453
om,"birsa munda tribal university, rajpipala",hotel-management,4,"chatgpt, gemini, copilot",1.6,learning new topics,4,-3,yes,other,10,yes,laptop,poor,3454
anaya,"chm institute of hotel and business management,",hotel-management,2,"gemini, midjourney",1.6,exam prep,3,-2,no,copilot,1,yes,laptop,high,3455
anaya,"chm institute of hotel and business management,",hotel-management,2,"gemini, midjourney",1.6,notes,3,-2,no,copilot,1,yes,laptop,high,3455
siya,"chm institute of hotel and business management,",hotel-management,2,"gemini, midjourney",1.6,exam prep,3,-2,no,copilot,1,yes,laptop,medium,3456
siya,"chm institute of hotel and business management,",hotel-management,2,"gemini, midjourney",1.6,notes,3,-2,no,copilot,1,yes,laptop,medium,3456
diya,arunachal university of studies,medical,4,"chatgpt, gemini, copilot",1.8,content writing,2,-1,yes,gemini,4,yes,mobile,poor,3457
myra,shivalik college of engineering,engineering,1,"gemini, midjourney",1.8,mcq practice,2,0,no,chatgpt,1,no,tablet,high,3458
myra,shivalik college of engineering,engineering,1,"gemini, midjourney",1.8,projects,2,0,no,chatgpt,1,no,tablet,high,3458
aadhya,avvaiyar government college for women,commerce,4,"chatgpt, copilot",4.2,content writing,4,1,yes,gemini,5,yes,tablet,poor,3459
riya,university of rajasthan,arts,2,chatgpt,2.0,learning new topics,1,3,yes,chatgpt,3,no,laptop,poor,3460
pari,sdm institute for management development,management,3,chatgpt,3.6,exam prep,2,-3,yes,copilot,6,no,laptop,high,3461
pari,sdm institute for management development,management,3,chatgpt,3.6,notes,2,-3,yes,copilot,6,no,laptop,high,3461
anika,bvv sangha's hangal shri kumareshwar college of,pharmacy,4,"chatgpt, copilot",3.5,doubt solving,5,-1,yes,copilot,6,yes,tablet,high,3462
anika,bvv sangha's hangal shri kumareshwar college of,pharmacy,4,"chatgpt, copilot",3.5,resume writing,5,-1,yes,copilot,6,yes,tablet,high,3462
ira,dasarath deb memorial college,science,3,"chatgpt, copilot",4.0,doubt solving,2,-3,no,other,4,yes,mobile,medium,3463
ira,dasarath deb memorial college,science,3,"chatgpt, copilot",4.0,resume writing,2,-3,no,other,4,yes,mobile,medium,3463
meera,narayana nursing institution,medical,4,"chatgpt, gemini, copilot",3.0,content writing,5,-3,no,other,9,yes,mobile,poor,3464
saanvi,guru jambheshwar university of science and technology,arts,4,chatgpt,3.6,exam prep,1,1,yes,chatgpt,1,yes,tablet,high,3465
saanvi,guru jambheshwar university of science and technology,arts,4,chatgpt,3.6,notes,1,1,yes,chatgpt,1,yes,tablet,high,3465
navya,sri pratap memorial rajput college of commerce,commerce,1,chatgpt,2.3,exam prep,5,1,yes,chatgpt,7,no,laptop,poor,3466
navya,sri pratap memorial rajput college of commerce,commerce,1,chatgpt,2.3,notes,5,1,yes,chatgpt,7,no,laptop,poor,3466
aarohi,calicut university,medical,2,"chatgpt, gemini, copilot",0.6,content writing,2,-3,yes,gemini,10,yes,laptop,high,3467
prisha,"rajiv gandhi university of knowledge technologies -[rgukt],",engineering,2,"chatgpt, copilot",1.1,learning new topics,4,-2,no,gemini,4,no,tablet,high,3468
ishita,sahrdaya college of engineering,engineering,2,"chatgpt, gemini, copilot",1.9,mcq practice,2,1,no,chatgpt,5,yes,laptop,poor,3469
ishita,sahrdaya college of engineering,engineering,2,"chatgpt, gemini, copilot",1.9,projects,2,1,no,chatgpt,5,yes,laptop,poor,3469
rakhi,assam rajiv gandhi university of cooperative management,science,1,gemini,1.8,content writing,4,1,no,gemini,6,yes,laptop,poor,3470
ramya,sunrise university,pharmacy,2,copilot,1.9,assignments,3,-3,no,chatgpt,7,no,tablet,poor,3471
ramya,sunrise university,pharmacy,2,copilot,1.9,coding help,3,-3,no,chatgpt,7,no,tablet,poor,3471
sneha,sunrise university,pharmacy,2,copilot,1.9,assignments,3,-3,no,chatgpt,7,no,tablet,poor,3472
sneha,sunrise university,pharmacy,2,copilot,1.9,coding help,3,-3,no,chatgpt,7,no,tablet,poor,3472
divya,icbm school of business excellence,management,1,"chatgpt, gemini, copilot",2.6,content writing,5,0,yes,other,6,yes,laptop,high,3473
neha,dr. n.g.p. arts and science college,science,4,gemini,2.9,learning new topics,4,-2,yes,other,4,yes,tablet,high,3474
pooja,"monad university, hapur",agriculture,2,copilot,3.1,exam prep,5,0,yes,chatgpt,6,no,mobile,medium,3475
pooja,"monad university, hapur",agriculture,2,copilot,3.1,notes,5,0,yes,chatgpt,6,no,mobile,medium,3475
kavya,"monad university, hapur",agriculture,2,copilot,3.1,exam prep,5,0,yes,chatgpt,6,no,mobile,poor,3476
kavya,"monad university, hapur",agriculture,2,copilot,3.1,notes,5,0,yes,chatgpt,6,no,mobile,poor,3476
aishwarya,bishop heber college,commerce,4,chatgpt,4.0,content writing,1,-2,no,gemini,7,no,tablet,poor,3477
shreya,guru jambheshwar university of science and technology,arts,1,gemini,2.3,learning new topics,3,1,yes,copilot,8,no,tablet,high,3478
nandini,"nmkrv college for women, bangalore",arts,1,"chatgpt, gemini, copilot",4.5,content writing,4,2,no,gemini,9,no,tablet,poor,3479
aarav,acharya nagarjuna university,commerce,3,"chatgpt, copilot",4.3,doubt solving,2,0,yes,gemini,4,yes,tablet,poor,3480
aarav,acharya nagarjuna university,commerce,3,"chatgpt, copilot",4.3,resume writing,2,0,yes,gemini,4,yes,tablet,poor,3480
vivaan,"rayat bahra university, mohali",agriculture,2,copilot,0.5,content writing,1,2,no,copilot,10,no,tablet,high,3481
aditya,"christ church college -[ccc], kanpur",arts,2,"chatgpt, gemini, copilot",1.2,assignments,5,2,no,gemini,5,no,mobile,high,3482
aditya,"christ church college -[ccc], kanpur",arts,2,"chatgpt, gemini, copilot",1.2,coding help,5,2,no,gemini,5,no,mobile,high,3482
vihaan,"university of jammu, jammu",arts,3,chatgpt,1.1,mcq practice,2,2,yes,chatgpt,4,no,tablet,medium,3483
vihaan,"university of jammu, jammu",arts,3,chatgpt,1.1,projects,2,2,yes,chatgpt,4,no,tablet,medium,3483
arjun,icfai foundation for higher education,law,2,"gemini, midjourney",3.7,mcq practice,2,0,no,other,8,no,mobile,high,3484
arjun,icfai foundation for higher education,law,2,"gemini, midjourney",3.7,projects,2,0,no,other,8,no,mobile,high,3484
sai,"lalit chandra bharali college, guwahati",management,2,chatgpt,2.7,assignments,3,1,yes,chatgpt,6,no,tablet,poor,3485
sai,"lalit chandra bharali college, guwahati",management,2,chatgpt,2.7,coding help,3,1,yes,chatgpt,6,no,tablet,poor,3485
reyansh,college of veterinary and animal sciences,science,4,gemini,4.3,exam prep,2,2,no,copilot,10,no,mobile,medium,3486
reyansh,college of veterinary and animal sciences,science,4,gemini,4.3,notes,2,2,no,copilot,10,no,mobile,medium,3486
ayaan,college of veterinary and animal sciences,science,4,gemini,4.3,exam prep,2,2,no,copilot,10,no,mobile,high,3487
ayaan,college of veterinary and animal sciences,science,4,gemini,4.3,notes,2,2,no,copilot,10,no,mobile,high,3487
krishna,regional college of management,arts,2,"gemini, midjourney",2.2,doubt solving,3,-2,yes,other,8,yes,laptop,high,3488
krishna,regional college of management,arts,2,"gemini, midjourney",2.2,resume writing,3,-2,yes,other,8,yes,laptop,high,3488
ishaan,tilka manjhi bhagalpur university,science,4,"chatgpt, gemini, copilot",3.0,assignments,3,1,yes,copilot,2,no,laptop,medium,3489
ishaan,tilka manjhi bhagalpur university,science,4,"chatgpt, gemini, copilot",3.0,coding help,3,1,yes,copilot,2,no,laptop,medium,3489
rudra,dantuluri narayana raju college,commerce,1,copilot,2.1,assignments,1,3,no,chatgpt,2,no,laptop,poor,3490
rudra,dantuluri narayana raju college,commerce,1,copilot,2.1,coding help,1,3,no,chatgpt,2,no,laptop,poor,3490
dhruv,"presidency college of education and technology, meerut",science,1,chatgpt,1.0,learning new topics,2,0,no,copilot,5,yes,laptop,medium,3491
kabir,dr gr damodaran college of science,arts,2,"chatgpt, gemini, copilot",4.3,doubt solving,5,-2,yes,other,2,no,tablet,poor,3492
kabir,dr gr damodaran college of science,arts,2,"chatgpt, gemini, copilot",4.3,resume writing,5,-2,yes,other,2,no,tablet,poor,3492
atharv,sri guru granth sahib world university,law,1,copilot,2.3,exam prep,3,3,yes,chatgpt,3,no,mobile,poor,3493
atharv,sri guru granth sahib world university,law,1,copilot,2.3,notes,3,3,yes,chatgpt,3,no,mobile,poor,3493
om,symbiosis institute of business management,management,1,"chatgpt, copilot",0.5,exam prep,2,-1,yes,other,6,no,mobile,poor,3494
om,symbiosis institute of business management,management,1,"chatgpt, copilot",0.5,notes,2,-1,yes,other,6,no,mobile,poor,3494
anaya,symbiosis institute of business management,management,1,"chatgpt, copilot",0.5,exam prep,2,-1,yes,other,6,no,mobile,poor,3495
anaya,symbiosis institute of business management,management,1,"chatgpt, copilot",0.5,notes,2,-1,yes,other,6,no,mobile,poor,3495
siya,symbiosis institute of business management,management,1,"chatgpt, copilot",0.5,exam prep,2,-1,yes,other,6,no,mobile,poor,3496
siya,symbiosis institute of business management,management,1,"chatgpt, copilot",0.5,notes,2,-1,yes,other,6,no,mobile,poor,3496
diya,jadavpur university,engineering,1,gemini,4.3,mcq practice,3,3,yes,gemini,3,no,laptop,medium,3497
diya,jadavpur university,engineering,1,gemini,4.3,projects,3,3,yes,gemini,3,no,laptop,medium,3497
myra,"t.n.b. college, bhagalpur",science,4,"chatgpt, copilot",3.7,mcq practice,4,3,no,chatgpt,8,no,tablet,poor,3498
myra,"t.n.b. college, bhagalpur",science,4,"chatgpt, copilot",3.7,projects,4,3,no,chatgpt,8,no,tablet,poor,3498
aadhya,sri ramachandra institute of higher education and,medical,4,"chatgpt, copilot",3.6,content writing,2,3,no,gemini,1,yes,laptop,poor,3499
riya,radha govind university,pharmacy,1,gemini,4.1,content writing,2,-1,yes,other,4,no,mobile,medium,3500
pari,rnb global university,agriculture,1,copilot,4.0,learning new topics,5,3,no,chatgpt,9,yes,tablet,medium,3501
anika,"maryland institute of technology and management, jamshedpur",engineering,3,"chatgpt, copilot",2.7,mcq practice,1,2,yes,chatgpt,1,no,laptop,medium,3502
anika,"maryland institute of technology and management, jamshedpur",engineering,3,"chatgpt, copilot",2.7,projects,1,2,yes,chatgpt,1,no,laptop,medium,3502
ira,"faculty of law jamia millia islamia university,",law,4,"gemini, midjourney",1.9,doubt solving,2,2,yes,copilot,1,no,laptop,medium,3503
ira,"faculty of law jamia millia islamia university,",law,4,"gemini, midjourney",1.9,resume writing,2,2,yes,copilot,1,no,laptop,medium,3503
meera,chitkara university,pharmacy,1,chatgpt,2.8,assignments,3,-3,no,chatgpt,8,yes,mobile,poor,3504
meera,chitkara university,pharmacy,1,chatgpt,2.8,coding help,3,-3,no,chatgpt,8,yes,mobile,poor,3504
saanvi,"khalsa college, amritsar",arts,1,"chatgpt, gemini, copilot",0.9,content writing,4,-2,no,chatgpt,6,yes,mobile,high,3505
navya,sarvepalli radhakrishnan university,medical,3,"gemini, midjourney",1.8,learning new topics,3,-2,yes,other,5,no,tablet,medium,3506
aarohi,"rajeev gandhi college, bhopal",medical,3,"chatgpt, copilot",1.1,doubt solving,2,1,yes,copilot,8,no,mobile,medium,3507
aarohi,"rajeev gandhi college, bhopal",medical,3,"chatgpt, copilot",1.1,resume writing,2,1,yes,copilot,8,no,mobile,medium,3507
prisha,"dibrugarh university, dibrugarh",science,1,copilot,3.8,doubt solving,3,-2,yes,other,9,no,tablet,poor,3508
prisha,"dibrugarh university, dibrugarh",science,1,copilot,3.8,resume writing,3,-2,yes,other,9,no,tablet,poor,3508
ishita,"chitkara school of hospitality -[csh], chandigarh",hotel-management,3,"gemini, midjourney",0.8,learning new topics,2,-3,no,chatgpt,8,no,laptop,medium,3509
rakhi,"chitkara school of hospitality -[csh], chandigarh",hotel-management,3,"gemini, midjourney",0.8,learning new topics,2,-3,no,chatgpt,8,no,laptop,high,3510
